Date,Open,High,Low,Close,Adj Close,Volume,Pct_Change
2023-07-19,313.0299987792969,318.67999267578125,310.5199890136719,316.010009765625,315.3619689941406,21763700,
2023-07-20,313.5,315.5400085449219,302.2200012207031,302.5199890136719,301.89959716796875,23836900,-4.268858686456878
2023-07-21,304.57000732421875,305.4599914550781,291.20001220703125,294.260009765625,293.65655517578125,42089700,-2.7303912296762545
2023-07-24,295.7799987792969,297.5199890136719,288.29998779296875,291.6099853515625,291.011962890625,24915700,-0.900572393840815
2023-07-25,295.19000244140625,298.29998779296875,291.8599853515625,294.4700012207031,293.8661193847656,19585600,0.9807674677849709
2023-07-26,301.19000244140625,301.7699890136719,291.8999938964844,298.57000732421875,297.9577331542969,47256900,1.392334053220834
2023-07-27,325.1199951171875,325.3500061035156,309.8399963378906,311.7099914550781,311.0707702636719,64229200,4.400972572101192
2023-07-28,316.8800048828125,326.20001220703125,314.25,325.4800109863281,324.8125305175781,39220300,4.417573997859625
2023-07-31,323.69000244140625,325.6600036621094,317.5899963378906,318.6000061035156,317.9466552734375,25799600,-2.113802584055302
2023-08-01,317.5400085449219,324.1400146484375,314.6600036621094,322.7099914550781,322.0481872558594,22817900,1.2900142099266487
2023-08-02,318.0,318.3900146484375,310.6499938964844,314.30999755859375,313.6654357910156,20461100,-2.602954392149237
2023-08-03,309.92999267578125,315.95001220703125,309.92999267578125,313.19000244140625,312.5477600097656,15180200,-0.3563345505669835
2023-08-04,314.9599914550781,318.4100036621094,310.20001220703125,310.7300109863281,310.0927734375,17600200,-0.785462957278904
2023-08-07,313.2300109863281,317.07000732421875,310.4599914550781,316.55999755859375,315.91082763671875,16236500,1.8762225617538153
2023-08-08,314.3999938964844,317.8900146484375,310.1099853515625,312.6400146484375,311.9988708496094,15183500,-1.23830646335239
2023-08-09,312.8800048828125,313.6300048828125,302.8500061035156,305.2099914550781,304.5841064453125,19955800,-2.3765426193810835
2023-08-10,307.94000244140625,312.3399963378906,303.8699951171875,305.739990234375,305.1130065917969,14358900,0.17365053377516038
2023-08-11,302.57000732421875,304.7200012207031,300.3599853515625,301.6400146484375,301.0214538574219,13967800,-1.3410007577989824
2023-08-14,300.9800109863281,306.2099914550781,298.25,306.19000244140625,305.5621032714844,15641900,1.5084165137280614
2023-08-15,306.1400146484375,307.2300109863281,300.0299987792969,301.95001220703125,301.3307800292969,11623600,-1.384757895609734
2023-08-16,300.20001220703125,301.0799865722656,294.2799987792969,294.2900085449219,293.6864929199219,18547700,-2.536844958581197
2023-08-17,293.04998779296875,296.04998779296875,284.95001220703125,285.0899963378906,284.50537109375,23950100,-3.126172122702875
2023-08-18,279.0299987792969,285.69000244140625,274.3800048828125,283.25,282.6691589355469,34061200,-0.6454089450791733
2023-08-21,283.45001220703125,290.5,281.8500061035156,289.8999938964844,289.3055114746094,20181500,2.3477471832248353
2023-08-22,292.54998779296875,292.8999938964844,286.75,287.6000061035156,287.0102233886719,12999900,-0.7933728324913347
2023-08-23,288.5,297.3999938964844,287.6700134277344,294.239990234375,293.6365966796875,18287000,2.308756602901263
2023-08-24,298.5,299.4599914550781,286.6400146484375,286.75,286.1619567871094,18360900,-2.5455378204739976
2023-08-25,286.1300048828125,288.3900146484375,276.0299987792969,285.5,284.9145202636719,23701400,-0.43591979075849885
2023-08-28,288.0,291.45001220703125,285.79998779296875,290.260009765625,289.6647644042969,14239300,1.6672538583625274
2023-08-29,288.5799865722656,299.1499938964844,288.17999267578125,297.989990234375,297.37890625,20844500,2.6631227894575282
2023-08-30,297.1700134277344,298.2900085449219,293.42999267578125,295.1000061035156,294.4948425292969,17717000,-0.9698259087784655
2023-08-31,295.79998779296875,301.1000061035156,295.6600036621094,295.8900146484375,295.2832336425781,17229900,0.2677087524846522
2023-09-01,299.3699951171875,301.739990234375,294.4700012207031,296.3800048828125,295.772216796875,12819800,0.16559877323241157
2023-09-05,297.0199890136719,301.3900146484375,295.510009765625,300.1499938964844,299.53448486328125,14956000,1.272011927782546
2023-09-06,301.7099914550781,303.29998779296875,295.6600036621094,299.1700134277344,298.5565185546875,15418100,-0.3264969144353813
2023-09-07,298.0,307.04998779296875,292.2200012207031,298.6700134277344,298.0575256347656,33748700,-0.16712904955655805
2023-09-08,299.2200012207031,305.25,296.7799987792969,297.8900146484375,297.27911376953125,17548000,-0.2611573791238997
2023-09-11,301.4100036621094,309.0400085449219,301.2799987792969,307.55999755859375,306.92926025390625,19489300,3.246158795073595
2023-09-12,306.3299865722656,308.6600036621094,300.2300109863281,301.6600036621094,301.0413818359375,13480400,-1.9183229104299704
2023-09-13,302.3599853515625,307.17999267578125,301.32000732421875,305.05999755859375,304.43438720703125,13210900,1.1270946944271554
2023-09-14,306.739990234375,312.8699951171875,305.0299987792969,311.7200012207031,311.08074951171875,19343100,2.1831782978462
2023-09-15,311.6099853515625,312.0,298.75,300.30999755859375,299.69415283203125,28106400,-3.660337359626431
2023-09-18,298.19000244140625,303.6000061035156,297.79998779296875,302.54998779296875,301.9295349121094,14234200,0.7458926617779138
2023-09-19,302.4800109863281,306.1700134277344,299.80999755859375,305.07000732421875,304.44439697265625,15924400,0.83292666763366
2023-09-20,305.04998779296875,308.05999755859375,299.42999267578125,299.6700134277344,299.0554504394531,19379500,-1.7700835109448976
2023-09-21,295.70001220703125,300.260009765625,293.2699890136719,295.7300109863281,295.12353515625,21300500,-1.3147803466683428
2023-09-22,299.29998779296875,305.3800048828125,298.2699890136719,299.0799865722656,298.4666748046875,25369600,1.132781747366307
2023-09-25,295.6400146484375,300.95001220703125,293.70001220703125,300.8299865722656,300.21307373046875,18987000,0.5851277512937569
2023-09-26,297.6600036621094,300.29998779296875,296.010009765625,298.9599914550781,298.346923828125,19417200,-0.6216119405165421
2023-09-27,300.45001220703125,301.29998779296875,286.7900085449219,297.739990234375,297.12939453125,36429800,-0.40808176865579915
2023-09-28,298.94000244140625,306.3299865722656,296.70001220703125,303.9599914550781,303.3366394042969,22167100,2.0890714800544163
2023-09-29,307.3800048828125,310.6400146484375,299.3599853515625,300.2099914550781,299.5943603515625,25356600,-1.2337149971772599
2023-10-02,302.739990234375,307.17999267578125,301.6300048828125,306.82000732421875,306.1907958984375,16265600,2.201797427561547
2023-10-03,304.260009765625,306.7699890136719,299.6400146484375,300.94000244140625,300.3228454589844,17362300,-1.9164346334817228
2023-10-04,298.7300109863281,306.8999938964844,298.5,305.5799865722656,304.9533386230469,16880500,1.5418302961444308
2023-10-05,304.6300048828125,306.2099914550781,299.5,304.7900085449219,304.16497802734375,19130000,-0.2585175934474826
2023-10-06,301.44000244140625,316.30999755859375,300.9100036621094,315.42999267578125,314.78314208984375,21784000,3.490922875607061
2023-10-09,312.5,320.3299865722656,311.82000732421875,318.3599853515625,317.7071228027344,22503700,0.9288884201930969
2023-10-10,319.1199951171875,324.6600036621094,318.1600036621094,321.8399963378906,321.17999267578125,19038000,1.0931056497207603
2023-10-11,323.010009765625,328.8399963378906,322.95001220703125,327.82000732421875,327.14776611328125,22036300,1.858069554552788
2023-10-12,328.0,330.5400085449219,322.69000244140625,324.1600036621094,323.4952392578125,20530500,-1.1164674456521473
2023-10-13,323.5299987792969,325.04998779296875,312.3699951171875,314.69000244140625,314.044677734375,21341000,-2.9213971846367093
2023-10-16,318.6400146484375,321.82000732421875,315.5199890136719,321.1499938964844,320.49139404296875,16536100,2.052811149054845
2023-10-17,318.17999267578125,324.3999938964844,317.29998779296875,324.0,323.3355712890625,16387800,0.8874376950585461
2023-10-18,321.3900146484375,325.94000244140625,315.55999755859375,316.9700012207031,316.3199768066406,16851000,-2.1697527096595337
2023-10-19,319.8800048828125,321.8900146484375,311.75,312.80999755859375,312.16851806640625,18709200,-1.312428193863302
2023-10-20,314.1400146484375,315.29998779296875,306.4700012207031,308.6499938964844,308.01702880859375,22287400,-1.3298819393808392
2023-10-23,309.5,317.3599853515625,307.260009765625,314.010009765625,313.3660583496094,17796800,1.7366000243428825
2023-10-24,316.7799987792969,318.3500061035156,310.6300048828125,312.54998779296875,311.9090270996094,19525500,-0.46496032841309987
2023-10-25,310.0,310.8800048828125,298.8399963378906,299.5299987792969,298.9157409667969,42192500,-4.165730130277989
2023-10-26,295.0,295.0,279.3999938964844,288.3500061035156,287.7586669921875,66684100,-3.732511842334374
2023-10-27,294.4800109863281,299.30999755859375,292.9700012207031,296.7300109863281,296.1214904785156,29596300,2.906192025466492
2023-10-30,299.0899963378906,309.3999938964844,299.04998779296875,302.6600036621094,302.039306640625,28435100,1.9984472268477438
2023-10-31,303.30999755859375,303.67999267578125,296.8599853515625,301.2699890136719,300.6521911621094,19434200,-0.45926605154915645
2023-11-01,301.8500061035156,312.739990234375,301.8500061035156,311.8500061035156,311.2104797363281,20434600,3.5118058471345526
2023-11-02,317.29998779296875,318.82000732421875,308.3299865722656,310.8699951171875,310.23248291015625,21631800,-0.3142571643890979
2023-11-03,312.54998779296875,315.54998779296875,311.0199890136719,314.6000061035156,313.9548645019531,16754100,1.1998620146412176
2023-11-06,315.9800109863281,318.3299865722656,314.45001220703125,315.79998779296875,315.1523742675781,12887700,0.381430917410186
2023-11-07,317.05999755859375,321.0,315.1199951171875,318.82000732421875,318.16619873046875,14055600,0.9563076782731939
2023-11-08,318.1400146484375,321.3299865722656,314.8800048828125,319.7799987792969,319.1242370605469,13609700,0.30110765730642086
2023-11-09,319.4200134277344,324.17999267578125,318.79998779296875,320.54998779296875,319.89263916015625,16103100,0.2407871088283109
2023-11-10,319.94000244140625,329.1000061035156,319.4599914550781,328.7699890136719,328.0957946777344,19096200,2.564343014735071
2023-11-13,326.20001220703125,332.3299865722656,325.70001220703125,329.19000244140625,328.5149230957031,16908900,0.12775297069980152
2023-11-14,334.5400085449219,338.1000061035156,333.3299865722656,336.30999755859375,335.6203308105469,17179400,2.162883156955786
2023-11-15,337.92999267578125,338.3999938964844,330.0199890136719,332.7099914550781,332.0277099609375,14531200,-1.070442784826342
2023-11-16,329.3699951171875,334.5799865722656,326.3800048828125,334.19000244140625,333.5046691894531,18932600,0.4448351490303759
2023-11-17,330.260009765625,335.5,329.3500061035156,335.0400085449219,334.3529357910156,14494400,0.25434815443488024
2023-11-20,334.8900146484375,341.8699951171875,334.19000244140625,339.9700012207031,339.2728271484375,16960500,1.4714638699993454
2023-11-21,338.3299865722656,339.8999938964844,335.8999938964844,336.9800109863281,336.2889709472656,12027900,-0.8794864910548261
2023-11-22,339.2099914550781,342.9200134277344,338.5799865722656,341.489990234375,340.7897033691406,10702700,1.3383521576981083
2023-11-24,340.1300048828125,341.8599853515625,336.7699890136719,338.2300109863281,337.5364074707031,5467500,-0.9546339105897195
2023-11-27,336.17999267578125,339.8999938964844,334.20001220703125,334.70001220703125,334.0136413574219,15684500,-1.043668114784635
2023-11-28,333.3999938964844,339.3800048828125,333.3999938964844,338.989990234375,338.2948303222656,12637200,1.281738234503016
2023-11-29,339.69000244140625,339.8999938964844,330.7799987792969,332.20001220703125,331.5187683105469,16024500,-2.003002514218555
2023-11-30,331.8900146484375,333.5,322.3999938964844,327.1499938964844,326.4790954589844,23146400,-1.5201740291928778
2023-12-01,325.4800109863281,326.8599853515625,320.760009765625,324.82000732421875,324.1539001464844,15264700,-0.7122074325952354
2023-12-04,317.2900085449219,320.8599853515625,313.6600036621094,320.0199890136719,319.3637390136719,19037100,-1.4777471221948946
2023-12-05,318.9800109863281,321.8800048828125,315.3900146484375,318.2900085449219,317.6372985839844,16952100,-0.5405851284733587
2023-12-06,321.92999267578125,322.25,317.0400085449219,317.45001220703125,316.79901123046875,11294300,-0.26390911286555685
2023-12-07,317.7699890136719,328.239990234375,317.7699890136719,326.5899963378906,325.92022705078125,15905100,2.8791884641347965
2023-12-08,323.0899963378906,333.1700134277344,323.0,332.75,332.0675964355469,14077500,1.8861580976706316
2023-12-11,329.3999938964844,329.8900146484375,320.0,325.2799987792969,324.6129455566406,25802500,-2.2449289919468485
2023-12-12,324.6000061035156,334.4700012207031,324.55999755859375,334.2200012207031,333.53460693359375,18485500,2.7484021381444013
2023-12-13,333.92999267578125,338.3699951171875,332.6400146484375,334.739990234375,334.05352783203125,16353300,0.15558285314243303
2023-12-14,333.8500061035156,334.70001220703125,328.6400146484375,333.1700134277344,332.4867858886719,19607300,-0.4690138174233027
2023-12-15,331.989990234375,338.6600036621094,331.2200012207031,334.9200134277344,334.2331848144531,30001600,0.5252573549448636
2023-12-18,337.4800109863281,347.55999755859375,337.0199890136719,344.6199951171875,343.91326904296875,18993900,2.89620843800249
2023-12-19,345.5799865722656,353.6000061035156,345.1199951171875,350.3599853515625,349.6415100097656,17729400,1.6655998826832885
2023-12-20,348.6499938964844,354.9599914550781,347.7900085449219,349.2799987792969,348.563720703125,16369900,-0.30825054727123824
2023-12-21,352.9800109863281,356.4100036621094,349.2099914550781,354.0899963378906,353.3638610839844,15289600,1.3771179498981434
2023-12-22,355.5799865722656,357.20001220703125,351.2200012207031,353.3900146484375,352.6653137207031,11764200,-0.19768468375062076
2023-12-26,354.989990234375,356.9800109863281,353.45001220703125,354.8299865722656,354.10235595703125,9898600,0.40747385725108387
2023-12-27,356.07000732421875,359.0,355.30999755859375,357.8299865722656,357.0961608886719,13207900,0.845475330025125
2023-12-28,359.70001220703125,361.8999938964844,357.80999755859375,358.32000732421875,357.5851745605469,11798800,0.1369423386360591
2023-12-29,358.989990234375,360.0,351.82000732421875,353.9599914550781,353.234130859375,14980500,-1.2167938658238397
2024-01-02,351.32000732421875,353.1600036621094,340.010009765625,346.2900085449219,345.5798645019531,19042200,-2.166906739551566
